Time, H35, H70 
18:10,103.00,100.00
18:12,103.00,100.00
18:15,103.00,100.00
18:26,102.00,100.00
18:27,103.00,101.00
18:29,103.00,101.00
18:33,95.00,93.00
18:40,98.00,96.00
18:43,98.00,96.00
18:45,98.00,96.00
18:56,98.00,96.00
18:57,98.00,96.00
18:59,98.00,96.00
19:04,98.00,96.00
19:10,98.00,96.00
19:13,98.00,96.00
19:15,92.00,90.00
19:26,88.00,86.00
19:27,89.00,86.00
19:29,90.00,88.00
19:34,93.00,91.00
19:41,94.00,92.00
19:43,94.00,92.00
19:45,94.00,92.00
19:56,94.00,92.00
19:57,94.00,92.00
20:00,94.00,92.00
20:04,94.00,92.00
20:11,94.00,92.00
20:13,94.00,92.00
20:15,94.00,92.00
20:27,95.00,92.00
20:27,95.00,92.00
20:30,95.00,92.00
20:34,95.00,92.00
20:41,95.00,92.00
20:43,95.00,92.00
20:46,95.00,92.00
20:57,0.00,0.00
20:58,0.00,0.00
21:00,0.00,0.00
21:05,0.00,0.00
21:11,0.00,0.00
21:14,0.00,0.00
21:16,0.00,0.00
21:27,0.00,0.00
21:28,0.00,0.00
21:30,0.00,0.00
21:35,0.00,0.00
21:42,0.00,0.00
21:44,0.00,0.00
21:46,0.00,0.00
21:57,0.00,0.00
21:58,198.00,196.00
22:01,199.00,197.00
22:05,200.00,198.00
22:12,203.00,201.00
22:14,204.00,202.00
22:16,205.00,203.00
22:28,210.00,207.00
22:28,210.00,207.00
22:31,209.00,207.00
22:35,209.00,207.00
22:42,209.00,207.00
22:44,209.00,207.00
22:47,209.00,207.00
22:58,209.00,207.00
22:59,209.00,207.00
23:01,209.00,207.00
23:06,209.00,207.00
23:12,209.00,207.00
23:15,209.00,207.00
23:17,209.00,207.00
23:28,209.00,207.00
23:29,209.00,207.00
23:31,209.00,207.00
23:36,209.00,207.00
23:42,205.00,203.00
23:45,204.00,201.00
23:47,205.00,203.00
23:58,206.00,204.00
23:59,206.00,204.00
