Time, H35, H70 
00:00,60.00,51.00
00:00,60.00,51.00
00:00,60.00,51.00
00:10,60.00,51.00
00:10,60.00,51.00
00:10,60.00,51.00
00:20,60.00,51.00
00:20,60.00,51.00
00:20,60.00,51.00
00:30,60.00,51.00
00:30,60.00,51.00
00:30,60.00,51.00
00:40,60.00,51.00
00:40,60.00,51.00
00:40,60.00,51.00
00:50,60.00,51.00
00:50,60.00,51.00
00:50,60.00,51.00
01:00,60.00,51.00
01:00,60.00,51.00
01:00,60.00,51.00
01:10,60.00,51.00
01:10,60.00,51.00
01:10,60.00,51.00
01:20,60.00,51.00
01:20,60.00,51.00
01:20,60.00,51.00
01:30,60.00,51.00
01:30,60.00,51.00
01:30,60.00,51.00
01:40,60.00,51.00
01:40,60.00,51.00
01:40,60.00,51.00
01:50,60.00,51.00
01:50,60.00,51.00
01:50,60.00,51.00
02:00,60.00,51.00
02:00,60.00,51.00
02:00,60.00,51.00
02:10,60.00,51.00
02:10,60.00,51.00
02:10,60.00,51.00
02:20,60.00,51.00
02:20,60.00,51.00
02:20,60.00,51.00
02:30,59.00,50.00
02:30,59.00,50.00
02:30,59.00,50.00
02:40,59.00,50.00
02:40,59.00,50.00
02:40,59.00,50.00
02:50,59.00,50.00
02:50,59.00,50.00
02:50,59.00,50.00
03:00,59.00,50.00
03:00,59.00,50.00
03:00,59.00,50.00
03:10,59.00,50.00
03:10,59.00,50.00
03:10,59.00,50.00
03:20,59.00,50.00
03:20,59.00,50.00
03:20,59.00,50.00
03:30,59.00,50.00
03:30,59.00,50.00
03:30,59.00,50.00
03:40,59.00,50.00
03:40,59.00,50.00
03:40,59.00,50.00
03:50,59.00,50.00
03:50,59.00,50.00
04:00,59.00,50.00
04:00,59.00,50.00
04:00,59.00,50.00
04:00,59.00,50.00
04:10,59.00,50.00
04:10,59.00,50.00
04:10,59.00,50.00
04:20,59.00,50.00
04:20,59.00,50.00
04:30,59.00,50.00
04:30,59.00,50.00
04:30,59.00,50.00
04:30,59.00,50.00
04:40,59.00,50.00
04:40,59.00,50.00
04:40,59.00,50.00
04:50,59.00,50.00
04:50,59.00,50.00
05:00,59.00,50.00
05:00,59.00,50.00
05:00,59.00,50.00
05:00,59.00,50.00
05:10,59.00,50.00
05:10,59.00,50.00
05:10,59.00,50.00
05:20,59.00,50.00
05:20,59.00,50.00
05:30,59.00,50.00
05:30,59.00,50.00
05:30,59.00,50.00
05:30,59.00,50.00
05:40,59.00,50.00
05:40,59.00,50.00
05:40,59.00,50.00
05:50,59.00,50.00
05:50,59.00,50.00
06:00,59.00,50.00
06:00,59.00,50.00
06:05,59.00,50.00
06:10,60.00,51.00
06:10,60.00,51.00
06:10,60.00,51.00
